date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-01-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,u daung,ward_towwn,169534,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,4045
2021-01-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,war cha,ward_towwn,198039,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,4938
2021-01-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,zaw ma tet,ward_towwn,198045,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,4325
2021-01-01,WFP,Action for Green Earth,Rakhine,MMR012,Maungdaw,MMR012009,ah lel than kyaw,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,8081
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1266
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,216
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu thar thay kan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,47
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk yant,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,2836
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,4343
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,say oe kya,ward_towwn,198401,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,5068
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wa ya kyun,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1567
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,226
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ba da nar,ward_towwn,198160,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,5066
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Internally Displaced,Yes,2498
2021-01-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,nan yar kone,ward_towwn,220827,Provide monthly food baskets,In-kind,Internally Displaced,Yes,8064
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1375
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ba gone nar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,2585
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,u hla hpay,ward_towwn,198343,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,617
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,lay myo,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,787
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,337
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,442
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,tha yet pyin,ward_towwn,189883,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,710
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,hpone nyo leik,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1081
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Buthidaung,MMR012010,mee chaung zay,ward_towwn,198217,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,261
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,aung zan,ward_towwn,197809,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,137
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,in tu lar,ward_towwn,197790,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,387
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kar lar day hpet,ward_towwn,197795,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,621
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kyaung na hpay,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,261
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,tat chaung,ward_towwn,165650,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1093
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,ye aung san ya hpway,ward_towwn,197801,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,301
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,kha maung seik,ward_towwn,196449,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,762
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,nan yar kaing,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,658
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,thit tone nar gwa son,ward_towwn,197825,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,1754
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,tha man thar,ward_towwn,190638,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,839
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,yae nauk ngar thar,ward_towwn,197841,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,366
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,thet khaing nyar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,208
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,nat chaung,ward_towwn,162678,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,228
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,pa da kar ywar thit,ward_towwn,197858,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,716
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,wet kyein,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,325
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,done piake(aung sitt pyin),ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,579
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,min gyi (tu lar tu li),ward_towwn,197847,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,260
2021-01-01,WFP,World Vision Myanmar,Rakhine,MMR012,Maungdaw,MMR012009,san kar pin yin,ward_towwn,197845,Provide monthly food baskets,In-kind,Rakhine stateless,Yes,500
2021-02-01,Center for Social Integrity (CSI),Center for Social Integrity (CSI),Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide support for income generation,Cash,Host/local Community,No (beneficiary is also receiving other assistant),826
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,kyar ma thauk,camp,196169,Provide support for income generation,Voucher,Host/local Community,Yes,37
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,kyauk tan chay,camp,196170,Provide support for income generation,Voucher,Host/local Community,Yes,47
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,kyet taw pyin,camp,196137,Provide support for income generation,Voucher,Host/local Community,Yes,50
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,maung ni pyin,camp,196125,Provide support for income generation,Voucher,Host/local Community,Yes,9
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,nar yi kan,camp,196335,Provide support for income generation,Voucher,Host/local Community,Yes,39
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,pyar lay chaung,camp,196130,Provide support for income generation,Voucher,Host/local Community,Yes,30
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,thin pone tan,camp,196396,Provide support for income generation,Voucher,Host/local Community,Yes,22
2021-02-01,Mercy Corps,Mercy Corps,Rakhine,MMR012,Sittwe,MMR012001,zaw pu gyar,camp,196159,Provide support for income generation,Voucher,Host/local Community,Yes,41
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thet kae pyin,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),13828
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,set yone su,camp,NA,Provide monthly cash-based transfers,Cash,Host/local Community,No (beneficiary is also receiving other assistant),507
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Sittwe,MMR012001,thin bone tan,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),35
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,ba wan chaung wa su,camp,NA,Provide monthly cash-based transfers,Cash,Host/local Community,No (beneficiary is also receiving other assistant),144
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,ah nauk ywe,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),5100
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,nget chaung,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),9230
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,kyein ni pyin,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),6291
2021-02-01,WFP,Save the Children,Rakhine,MMR012,Pauktaw,MMR012007,sin tet maw,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),2649
2021-02-01,WFP,WFP,Rakhine,MMR012,Ann,MMR012014,pe pa don,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),404
2021-02-01,WFP,WFP,Rakhine,MMR012,Ann,MMR012014,kan deik,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),112
2021-02-01,WFP,WFP,Rakhine,MMR012,Ann,MMR012014,"sport hall, zay taung ward",camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),1589
2021-02-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Kyaukpyu,MMR012011,kyauk ta lone,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),1008
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,myo ma high school,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),1774
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,"kyauktaw town hall, pyi daw thar ward",camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),451
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,"church of christ, pyi taw thar ward",camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),359
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,kan sauk,camp,196906,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),241
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,kawi radanar,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),1482
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,mahar kan gyi shin,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),633
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,mahar kan gyi shin (thein pyin),camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),388
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,myo thit-hman kyaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),118
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,nyaung chaung,camp,159750,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),3338
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,shan ywar kyaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),182
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,shwe kyaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),508
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,taung min kalar,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),512
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,tharthanar beit hman,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),74
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,thein kyaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),125
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,train station,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),822
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,war taung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),1241
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,nidin,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),600
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,let saung kauk,camp,196872,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),188
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,taung bwe,camp,181596,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),196
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,shwe hlaing,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),192
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,yun nyar,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),145
2021-02-01,WFP,WFP,Rakhine,MMR012,Kyauktaw,MMR012004,khaung htoke,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),229
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,ann thar,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),833
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,dhanya waddy,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),126
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,na yan (dhamar yone),camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),104
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,na yan (monastery),camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),18
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,pale pauk,camp,197252,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),45
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,pone nyar rar ma,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),251
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,thu htay kone,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),126
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,thay kan,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),921
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,paik thay,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),200
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,tha yet oak,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),500
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,aung taing,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),167
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,sam ba le,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),371
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,tha dar,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),312
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,san htoe tan,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),108
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,san htoe tan (rak),camp,NA,Provide monthly cash-based transfers,Cash,Host/local Community,No (beneficiary is also receiving other assistant),145
2021-02-01,WFP,WFP,Rakhine,MMR012,Minbya,MMR012005,set yone maw,camp,NA,Provide monthly cash-based transfers,Cash,Rakhine stateless,No (beneficiary is also receiving other assistant),29
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,ag zay di,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),315
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,chit thaung monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),412
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,daing kyi new monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),225
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,daing kyi old monastery,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),359
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,hpa ya paw thein,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),300
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,hta ma yeik,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),130
2021-02-01,WFP,WFP,Rakhine,MMR012,Mrauk-U,MMR012003,ku lar chaung,camp,NA,Provide monthly cash-based transfers,Cash,Internally Displaced,No (beneficiary is also receiving other assistant),649
